Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
41,m,-1,167.1889,-0.003714303,1.752587,-0.1446576,357.2988
41,m,-1,167.4111,-0.005422469,1.754809,-0.1436037,356.5918
41,m,-1,167.6333,-0.01127999,1.765359,-0.1481962,352.1704
41,m,-1,167.8556,-0.01629548,1.786502,-0.1590847,349.4317
41,m,-1,168.0778,-0.009044465,1.793002,-0.1689403,353.8746
41,m,-1,168.3,-0.006779341,1.795094,-0.175682,354.8793
41,m,-1,168.5222,-0.004786092,1.79656,-0.1825453,356.3821
41,m,-1,168.7444,0.0001155622,1.796578,-0.1889583,0.04393832
41,m,-1,168.9667,-0.007753763,1.79698,-0.1923087,355.0284
41,m,-1,169.1889,-0.01371187,1.796812,-0.1936411,351.9001
41,m,-1,169.4111,-0.0139687,1.79466,-0.1913034,352.3377
41,m,-1,169.6333,-0.01634045,1.794073,-0.1885938,351.0627
41,m,-1,169.8556,-0.01557747,1.792448,-0.1853781,351.6692
41,m,-1,170.0778,-0.01107217,1.791823,-0.1833011,354.091
41,m,-1,170.3,-0.004653763,1.790608,-0.179431,357.4454
41,m,-1,170.5222,-0.001141112,1.788367,-0.174441,358.4595
41,m,-1,170.7444,-0.00235632,1.787441,-0.1688792,356.209
41,m,-1,170.9667,-0.001542381,1.781712,-0.1617134,355.9924
41,m,-1,171.1889,0.001504392,1.78029,-0.1570675,357.8904
41,m,-1,171.4111,0.002135755,1.780188,-0.1548249,358.1513
41,m,-1,171.6333,0.0003755726,1.782494,-0.1537384,357.4357
41,m,-1,171.8556,-0.01680584,1.787157,-0.1558686,346.8641
41,m,-1,172.0778,-0.02764878,1.78857,-0.1612155,340.7976
41,m,-1,172.3,-0.01203125,1.788589,-0.1583702,354.0898
41,m,-1,172.5222,0.00698364,1.790157,-0.1602357,5.914006
41,m,-1,172.7444,0.01278334,1.787746,-0.1631596,8.467871
41,m,-1,172.9667,0.01298784,1.76831,-0.1622072,7.701376
41,m,-1,173.1889,0.007162717,1.762296,-0.1589308,3.763257
41,m,-1,173.4111,0.008889569,1.776632,-0.1593377,7.549666
41,m,-1,173.6333,0.01480238,1.783901,-0.1654787,13.44613
41,m,-1,173.8556,-0.002009174,1.785898,-0.167224,2.598984
41,m,-1,174.0778,-0.00979803,1.787592,-0.1703804,359.1789
41,m,-1,174.3,-0.003865189,1.788542,-0.1724698,1.981026
41,m,-1,174.5222,-0.008010094,1.787759,-0.1722255,358.2032
41,m,-1,174.7444,-0.01558939,1.786267,-0.1737124,353.8443
41,m,-1,174.9667,-0.02850985,1.78184,-0.1694653,350.8492
41,m,-1,175.1889,-0.0556566,1.782651,-0.1559229,348.3596
41,m,-1,175.4111,-0.1003762,1.778962,-0.1400915,342.5539
41,m,-1,175.6333,-0.1410563,1.776823,-0.1380275,322.2989
41,m,-1,175.8556,-0.1365414,1.784219,-0.1176488,316.0615
41,m,-1,176.0778,-0.09003172,1.777086,-0.0535608,331.319
41,m,-1,176.3,-0.03591274,1.783967,0.01339566,344.1831
41,m,-1,176.5222,0.0006771786,1.780498,0.07465984,349.2661
41,m,-1,176.7444,-0.008708045,1.775347,0.1465151,349.1079
41,m,-1,176.9667,-0.06433934,1.760842,0.226048,350.0572
41,m,-1,177.1889,-0.1321441,1.775477,0.2926359,349.7201
41,m,-1,177.4111,-0.1798628,1.776487,0.3546353,349.751
41,m,-1,177.6333,-0.2019205,1.768338,0.4228143,353.6063
41,m,-1,177.8556,-0.1997143,1.765577,0.5075973,355.7244
41,m,-1,178.0778,-0.1780646,1.757447,0.5741792,350.5938
41,m,-1,178.3,-0.1646491,1.770106,0.618366,349.5678
41,m,-1,178.5222,-0.1720341,1.771571,0.6703765,345.7036
41,m,-1,178.7444,-0.2153765,1.770469,0.7335786,343.54
41,m,-1,178.9667,-0.2970531,1.764821,0.7793425,345.1664
41,m,-1,179.1889,-0.3655638,1.770461,0.8253344,345.2727
41,m,-1,179.4111,-0.3815128,1.774002,0.8612567,347.7159
41,m,-1,179.6333,-0.3665019,1.777307,0.8813059,346.1821
41,m,-1,179.8556,-0.3529447,1.776928,0.8943152,347.0531
41,m,-1,180.0778,-0.3499441,1.776552,0.9020585,347.8278
41,m,-1,180.3,-0.3524987,1.775522,0.9050107,349.5069
41,m,-1,180.5222,-0.3519772,1.774447,0.9107079,355.1187
41,m,-1,180.7444,-0.3465171,1.771512,0.9157907,4.123024
41,m,-1,180.9667,-0.3423692,1.77017,0.9163985,13.50593
41,m,-1,181.1889,-0.3230079,1.770082,0.9197265,17.95223
41,m,-1,181.4111,-0.2539797,1.771768,0.9223704,16.92799
41,m,-1,181.6333,-0.1518772,1.774292,0.9255317,13.12371
41,m,-1,181.8556,-0.07330298,1.778464,0.9332517,9.180551
41,m,-1,182.0778,-0.0484387,1.781275,0.93291,9.054775
41,m,-1,182.3,-0.04818939,1.779851,0.9344667,13.38015
41,m,-1,182.5222,-0.05472736,1.777797,0.9384643,20.78622
41,m,-1,182.7444,-0.06820305,1.773708,0.9451072,29.84705
41,m,-1,182.9667,-0.06392863,1.773488,0.9480813,34.38014
41,m,-1,183.1889,-0.02205241,1.774371,0.9535778,34.35889
41,m,-1,183.4111,0.06152825,1.775306,0.9531422,32.40268
41,m,-1,183.6333,0.1599671,1.778615,0.9502168,30.56243
41,m,-1,183.8556,0.2323027,1.779782,0.9498129,27.00181
41,m,-1,184.0778,0.2705074,1.784833,0.9593762,24.39767
41,m,-1,184.3,0.2703461,1.786767,0.9722995,25.20543
41,m,-1,184.5222,0.259025,1.786343,0.9832431,26.71111
41,m,-1,184.7444,0.2526372,1.784736,0.9878884,33.94866
41,m,-1,184.9667,0.2497603,1.786467,0.9847353,52.8241
41,m,-1,185.1889,0.2431825,1.783494,0.9776191,72.98838
41,m,-1,185.4111,0.2388007,1.786443,0.9371411,93.76575
41,m,-1,185.6333,0.2279925,1.787077,0.8584388,113.5238
41,m,-1,185.8556,0.216418,1.790098,0.7796272,129.1063
41,m,-1,186.0778,0.1938347,1.785513,0.7119411,144.7288
