Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
09,f,-1,282.0333,0.1005725,1.598786,-0.1522669,353.8977
09,f,-1,282.2556,0.08257861,1.603584,-0.1579064,354.2364
09,f,-1,282.4778,0.0818911,1.604728,-0.1646174,350.4964
09,f,-1,282.7,0.09313987,1.611337,-0.1644092,347.5076
09,f,-1,282.9222,0.09940554,1.613399,-0.1628221,347.7835
09,f,-1,283.1444,0.1020701,1.612007,-0.1608329,349.3868
09,f,-1,283.3667,0.1020425,1.611951,-0.1555108,349.7713
09,f,-1,283.5889,0.1022385,1.609545,-0.1473854,349.9467
09,f,-1,283.8111,0.1020198,1.608235,-0.1442345,347.891
09,f,-1,284.0333,0.1021058,1.607176,-0.1432651,345.5604
09,f,-1,284.2556,0.1035899,1.607404,-0.1439379,344.6395
09,f,-1,284.4778,0.1068597,1.606093,-0.1471521,345.2771
09,f,-1,284.7,0.107302,1.605446,-0.1504696,345.2512
09,f,-1,284.9222,0.1068606,1.606363,-0.1527015,345.115
09,f,-1,285.1444,0.1083964,1.606479,-0.1533681,345.9028
09,f,-1,285.3667,0.1099653,1.605703,-0.1519844,347.2414
09,f,-1,285.5889,0.1096599,1.606367,-0.1521323,347.8589
09,f,-1,285.8111,0.1085283,1.606076,-0.1541915,347.6178
09,f,-1,286.0333,0.1063343,1.606284,-0.1568085,346.861
09,f,-1,286.2556,0.1040708,1.606731,-0.1593431,346.273
09,f,-1,286.4778,0.1029713,1.606407,-0.1599258,346.1848
09,f,-1,286.7,0.1044005,1.606168,-0.1585283,346.9748
09,f,-1,286.9222,0.1077763,1.606399,-0.1553251,348.9788
09,f,-1,287.1444,0.1113083,1.605315,-0.1527573,351.1514
09,f,-1,287.3667,0.1122536,1.603782,-0.1514177,351.7125
09,f,-1,287.5889,0.1124558,1.604208,-0.1516174,351.867
09,f,-1,287.8111,0.1135343,1.604112,-0.1535729,351.9911
09,f,-1,288.0333,0.1142783,1.603759,-0.1546237,351.9698
09,f,-1,288.2556,0.1162903,1.612848,-0.15541,351.827
09,f,-1,288.4778,0.1155237,1.613757,-0.1627045,350.382
09,f,-1,288.7,0.1097856,1.608567,-0.1608135,346.4192
09,f,-1,288.9222,0.1067393,1.61103,-0.1623896,344.0306
09,f,-1,289.1444,0.1078372,1.6109,-0.1588671,343.5953
09,f,-1,289.3667,0.115633,1.610926,-0.1534326,347.56
09,f,-1,289.5889,0.1208468,1.610087,-0.1493301,349.4398
09,f,-1,289.8111,0.1189155,1.609831,-0.1470194,346.8932
09,f,-1,290.0333,0.117895,1.609042,-0.1463022,346.0087
09,f,-1,290.2556,0.1183774,1.608025,-0.1459416,346.1163
09,f,-1,290.4778,0.1196746,1.606761,-0.1445894,347.1611
09,f,-1,290.7,0.1208383,1.605535,-0.1442803,348.3883
09,f,-1,290.9222,0.120333,1.60551,-0.1426139,348.7958
09,f,-1,291.1444,0.1204331,1.604409,-0.1392291,349.9563
09,f,-1,291.3667,0.1204047,1.605103,-0.1436543,349.2365
09,f,-1,291.5889,0.1170817,1.60554,-0.1466736,346.4955
09,f,-1,291.8111,0.1174427,1.60639,-0.1473154,346.8824
09,f,-1,292.0333,0.1191725,1.605979,-0.1467957,349.2987
09,f,-1,292.2556,0.123371,1.605742,-0.1473796,351.793
09,f,-1,292.4778,0.1239791,1.605594,-0.1471444,351.902
09,f,-1,292.7,0.1253696,1.607139,-0.1414617,352.194
09,f,-1,292.9222,0.1384024,1.614424,-0.1269778,352.4906
09,f,-1,293.1444,0.1628809,1.591509,-0.1111762,353.1529
09,f,-1,293.3667,0.1611137,1.592571,-0.07883932,348.377
09,f,-1,293.5889,0.1196328,1.591274,0.01903101,344.9868
09,f,-1,293.8111,0.04743624,1.592426,0.1494128,342.3576
09,f,-1,294.0333,0.004153455,1.598046,0.2588535,340.2921
09,f,-1,294.2556,-0.006398544,1.592792,0.392263,339.5958
09,f,-1,294.4778,0.000604514,1.604635,0.5289561,337.7835
09,f,-1,294.7,-0.02261971,1.612149,0.6271857,334.8958
09,f,-1,294.9222,-0.08805384,1.609592,0.7286025,333.6092
09,f,-1,295.1444,-0.1829486,1.605435,0.8253149,333.8781
09,f,-1,295.3667,-0.25004,1.615233,0.9226524,335.5733
09,f,-1,295.5889,-0.2600301,1.619377,0.9946891,336.0021
09,f,-1,295.8111,-0.2521937,1.622155,1.032078,335.4791
09,f,-1,296.0334,-0.2536646,1.621181,1.046697,334.897
09,f,-1,296.2556,-0.2539561,1.617874,1.046675,333.4009
09,f,-1,296.4778,-0.2507418,1.618073,1.039994,333.5753
09,f,-1,296.7,-0.2483487,1.61722,1.032717,333.4841
09,f,-1,296.9222,-0.2465704,1.617023,1.024511,333.699
09,f,-1,297.1444,-0.2449049,1.616871,1.017213,334.0078
09,f,-1,297.3667,-0.2455767,1.617217,1.009873,334.2539
09,f,-1,297.5889,-0.2489543,1.621237,1.004621,334.4867
09,f,-1,297.8111,-0.2497652,1.621767,0.9941326,336.3719
09,f,-1,298.0334,-0.2535944,1.620708,0.9863336,337.0516
09,f,-1,298.2556,-0.2406158,1.61429,0.9842525,352.1564
09,f,-1,298.4778,-0.2061565,1.596332,0.9733779,12.5258
09,f,-1,298.7,-0.1552544,1.603042,0.9745029,12.36304
09,f,-1,298.9222,-0.07675972,1.61099,0.9914024,7.650831
09,f,-1,299.1444,-0.005696071,1.618714,1.009723,3.345295
09,f,-1,299.3667,0.02151569,1.61923,1.018033,359.3282
09,f,-1,299.5889,0.02290147,1.617155,1.020818,359.6857
09,f,-1,299.8111,0.02830765,1.618996,1.028319,9.953305
09,f,-1,300.0334,0.05092717,1.620583,1.040707,29.36282
09,f,-1,300.2556,0.1103052,1.615554,1.046112,31.63788
09,f,-1,300.4778,0.2172384,1.615073,1.037571,27.16311
09,f,-1,300.7,0.318018,1.609152,1.03398,21.76389
09,f,-1,300.9222,0.3608497,1.60508,1.037975,16.49855
09,f,-1,301.1444,0.3741035,1.614479,1.038867,14.7639
09,f,-1,301.3667,0.3748571,1.626822,1.039503,7.115178
09,f,-1,301.5889,0.3782738,1.618271,1.048651,356.3026
09,f,-1,301.8111,0.3689868,1.60935,1.044521,349.226
09,f,-1,302.0334,0.345085,1.614804,1.018814,346.6283
09,f,-1,302.2556,0.3028352,1.62326,0.9898304,341.4813
09,f,-1,302.4778,0.2421965,1.630489,0.9587037,328.4839
09,f,-1,302.7,0.1664715,1.634048,0.9138355,295.3489
09,f,-1,302.9222,0.1452635,1.618968,0.8692418,258.6064
09,f,-1,303.1444,0.184974,1.611881,0.8913395,244.6966
09,f,-1,303.3667,0.209352,1.608964,0.9398121,240.5365
09,f,-1,303.5889,0.2207425,1.614721,0.9637206,231.6264
09,f,-1,303.8111,0.2549983,1.629019,0.9588814,218.3067
09,f,-1,304.0334,0.2935116,1.634531,0.938809,207.278
09,f,-1,304.2556,0.3307242,1.638081,0.9461778,187.8929
09,f,-1,304.4778,0.3256821,1.631884,1.003029,181.4558
09,f,-1,304.7,0.2917461,1.621485,1.042524,189.9546
09,f,-1,304.9222,0.2824849,1.628214,1.056889,196.9642
09,f,-1,305.1444,0.279325,1.631918,1.062697,204.2317
09,f,-1,305.3667,0.2766148,1.634515,1.06366,208.6309
09,f,-1,305.5889,0.2725074,1.633239,1.0661,213.1631
09,f,-1,305.8111,0.2668213,1.629925,1.074577,219.7329
09,f,-1,306.0334,0.2761399,1.628238,1.075467,215.5762
09,f,-1,306.2556,0.2986239,1.626395,1.062366,200.2086
09,f,-1,306.4778,0.3070625,1.626772,1.051115,194.8866
09,f,-1,306.7,0.3072427,1.626448,1.04322,194.9897
09,f,-1,306.9222,0.3095925,1.62565,1.037376,194.5172
09,f,-1,307.1444,0.3096956,1.624631,1.032493,196.8611
09,f,-1,307.3667,0.3084991,1.624659,1.01884,202.3423
09,f,-1,307.5889,0.3091725,1.618139,0.9892604,208.4529
09,f,-1,307.8111,0.2996443,1.607035,0.9650066,216.318
09,f,-1,308.0334,0.2640114,1.606176,0.9425465,218.9616
09,f,-1,308.2556,0.2098224,1.613301,0.9299639,218.4561
09,f,-1,308.4778,0.1534079,1.623382,0.921716,214.6261
09,f,-1,308.7,0.1072971,1.620434,0.9076318,208.2825
09,f,-1,308.9222,0.07535387,1.60663,0.8800514,196.2412
09,f,-1,309.1444,0.01806821,1.59242,0.8283756,186.4613
09,f,-1,309.3667,-0.1057197,1.579051,0.7383168,207.1791
09,f,-1,309.5889,-0.248848,1.596997,0.6332974,237.1797
09,f,-1,309.8111,-0.3765244,1.602119,0.532766,245.2804
09,f,-1,310.0334,-0.5272992,1.57656,0.4491248,247.4936
09,f,-1,310.2556,-0.707535,1.598789,0.3789482,249.1549
09,f,-1,310.4778,-0.8670224,1.605806,0.305701,250.8173
09,f,-1,310.7,-1.026255,1.582906,0.2116933,253.5437
09,f,-1,310.9222,-1.185546,1.602098,0.114803,256.2793
09,f,-1,311.1444,-1.344007,1.605697,0.07005282,259.5397
09,f,-1,311.3667,-1.462553,1.600409,0.0721105,258.1098
09,f,0,344.2556,0.05387437,1.587669,-0.6725118,358.9641
09,f,0,344.4778,0.05202921,1.589129,-0.6686224,358.7613
09,f,0,344.7,0.04594762,1.588323,-0.6680127,358.0963
09,f,0,344.9222,0.04008731,1.589519,-0.6730897,357.6479
09,f,0,345.1444,0.03879257,1.588923,-0.676045,358.7471
09,f,0,345.3667,0.04084185,1.588792,-0.6798177,358.5642
09,f,0,345.5889,0.04247966,1.589653,-0.6820456,358.3995
09,f,0,345.8111,0.04659139,1.589978,-0.6829087,358.7559
09,f,0,346.0334,0.04961328,1.589275,-0.6828125,358.904
09,f,0,346.2556,0.05168055,1.590015,-0.6839897,358.6393
09,f,0,346.4778,0.05410627,1.589991,-0.6842507,358.9265
09,f,0,346.7,0.05517422,1.590299,-0.6848737,358.441
09,f,0,346.9222,0.0561748,1.590039,-0.6863565,358.3674
09,f,0,347.1444,0.0556984,1.590424,-0.6869404,358.1652
09,f,0,347.3667,0.05542755,1.590575,-0.6864698,358.3042
09,f,0,347.5889,0.05601323,1.591272,-0.687475,358.2133
09,f,0,347.8111,0.05513784,1.591213,-0.6877201,358.1067
09,f,0,348.0334,0.05107037,1.592934,-0.6844425,358.6884
09,f,0,348.2556,0.04456136,1.599132,-0.6787025,358.4561
09,f,0,348.4778,0.03815911,1.607323,-0.6699202,357.0237
09,f,0,348.7,0.03576246,1.597246,-0.6523494,356.5131
09,f,0,348.9222,0.04150229,1.594833,-0.6437477,358.0328
09,f,0,349.1444,0.04547811,1.592985,-0.6425066,359.9104
09,f,0,349.3667,0.04650988,1.596068,-0.6429956,0.4090441
09,f,0,349.5889,0.0447277,1.594072,-0.651738,358.9305
09,f,0,349.8111,0.04266554,1.593812,-0.6621202,357.9694
09,f,0,350.0334,0.04281242,1.591326,-0.6705606,357.492
09,f,0,350.2556,0.04539898,1.591929,-0.672101,358.042
09,f,0,350.4778,0.0485361,1.591405,-0.6740788,358.4451
09,f,0,350.7,0.04952249,1.590169,-0.6749454,358.0064
09,f,0,350.9222,0.05035514,1.589943,-0.675357,357.4039
09,f,0,351.1444,0.05109649,1.588631,-0.6740277,357.7159
09,f,0,351.3667,0.05049512,1.587342,-0.6726207,357.6583
09,f,0,351.5889,0.04925267,1.585063,-0.673309,357.1836
09,f,0,351.8111,0.04873474,1.584255,-0.6732981,357.1283
09,f,0,352.0334,0.04892998,1.583693,-0.6736275,357.1746
09,f,0,352.2556,0.04860852,1.583617,-0.6739397,357.1703
09,f,0,352.4778,0.04786339,1.583776,-0.6737949,357.3047
