Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
11,f,-1,225.0667,-0.007137541,1.602359,-0.2390913,4.568128
11,f,-1,225.2889,-0.008115073,1.605308,-0.2399791,4.468649
11,f,-1,225.5111,-0.01310465,1.616796,-0.2463778,3.311189
11,f,-1,225.7333,-0.01790575,1.624246,-0.2557514,1.538605
11,f,-1,225.9556,-0.02301758,1.629961,-0.2624952,359.8021
11,f,-1,226.1778,-0.0208158,1.63712,-0.2684337,4.387257
11,f,-1,226.4,-0.01841578,1.634347,-0.2696256,6.943442
11,f,-1,226.6222,-0.02071348,1.632242,-0.2673529,4.253761
11,f,-1,226.8445,-0.0150714,1.631872,-0.2627436,4.659406
11,f,-1,227.0667,-0.01165917,1.630157,-0.2575241,2.922489
11,f,-1,227.2889,-0.009427674,1.630298,-0.2558087,3.059873
11,f,-1,227.5111,-0.01113484,1.628698,-0.2576532,2.704914
11,f,-1,227.7333,-0.01317993,1.628254,-0.2601574,2.764082
11,f,-1,227.9556,-0.01419839,1.6275,-0.2618359,2.929892
11,f,-1,228.1778,-0.01431104,1.625388,-0.2614943,3.102146
11,f,-1,228.4,-0.01379181,1.624761,-0.259018,2.690192
11,f,-1,228.6222,-0.01199276,1.624092,-0.255378,2.841043
11,f,-1,228.8445,-0.01120251,1.62408,-0.2521676,3.052265
11,f,-1,229.0667,-0.01297332,1.62334,-0.2498223,3.115595
11,f,-1,229.2889,-0.01543524,1.62315,-0.2503606,3.26368
11,f,-1,229.5111,-0.01803561,1.623123,-0.2530159,3.165638
11,f,-1,229.7333,-0.01898283,1.622353,-0.2568691,3.218846
11,f,-1,229.9556,-0.01850365,1.621514,-0.2591764,2.732318
11,f,-1,230.1778,-0.01772143,1.621318,-0.2593029,2.730143
11,f,-1,230.4,-0.01942065,1.62049,-0.2609195,2.376406
11,f,-1,230.6222,-0.02351191,1.619429,-0.2630796,1.265962
11,f,-1,230.8445,-0.03010525,1.620522,-0.2534398,0.84734
11,f,-1,231.0667,-0.04428053,1.614261,-0.2115273,0.5553281
11,f,-1,231.2889,-0.03943413,1.61565,-0.146935,1.095563
11,f,-1,231.5111,-0.00606177,1.603964,-0.05786023,3.52066
11,f,-1,231.7333,0.03546868,1.617648,0.05207866,3.548962
11,f,-1,231.9556,0.04797037,1.622115,0.1618401,0.1963849
11,f,-1,232.1778,0.03872167,1.611204,0.2710158,358.6638
11,f,-1,232.4,0.009154178,1.600757,0.3949241,358.6305
11,f,-1,232.6222,-0.01325031,1.620484,0.5156356,359.7435
11,f,-1,232.8445,-0.02436322,1.616008,0.6262506,1.089
11,f,-1,233.0667,-0.01974316,1.601636,0.7602139,1.96506
11,f,-1,233.2889,-0.01342773,1.615537,0.8920355,359.5931
11,f,-1,233.5111,-0.02313359,1.622092,0.9826632,358.1833
11,f,-1,233.7333,-0.036272,1.622263,1.034568,359.0676
11,f,-1,233.9556,-0.04616848,1.622667,1.069202,359.6589
11,f,-1,234.1778,-0.04699105,1.619562,1.084873,2.372828
11,f,-1,234.4,-0.04270032,1.618191,1.086075,3.981116
11,f,-1,234.6222,-0.04158544,1.617185,1.08972,3.502109
11,f,-1,234.8445,-0.04321516,1.618013,1.092669,2.929611
11,f,-1,235.0667,-0.04426661,1.618537,1.096124,2.099123
11,f,-1,235.2889,-0.04167,1.616716,1.094513,2.597707
11,f,-1,235.5111,-0.03839281,1.615656,1.083431,3.974494
11,f,-1,235.7333,-0.04038025,1.615528,1.075193,3.725096
11,f,-1,235.9556,-0.04394006,1.615509,1.074141,2.300089
11,f,-1,236.1778,-0.04489848,1.614996,1.07751,2.373341
11,f,-1,236.4,-0.04559575,1.614588,1.08166,2.78016
11,f,-1,236.6222,-0.04608273,1.614491,1.084217,2.753164
11,f,-1,236.8445,-0.04585886,1.614158,1.085778,2.686938
11,f,-1,237.0667,-0.04551868,1.613487,1.086965,2.697736
11,f,-1,237.2889,-0.04460095,1.613515,1.086776,2.678856
11,f,-1,237.5111,-0.04363471,1.614487,1.086016,2.745716
11,f,-1,237.7333,-0.04122338,1.611996,1.075884,2.47094
11,f,-1,237.9556,-0.0497714,1.605151,1.037103,2.583092
11,f,-1,238.1778,-0.08185439,1.608187,0.9648213,4.481306
11,f,-1,238.4,-0.1092558,1.610389,0.9023273,4.46101
11,f,-1,238.6222,-0.1095577,1.611574,0.84739,3.989258
11,f,-1,238.8445,-0.1064267,1.619286,0.8166703,3.443365
11,f,-1,239.0667,-0.1055742,1.618495,0.7965357,3.423843
11,f,-1,239.2889,-0.1033807,1.617285,0.7855111,4.209498
11,f,-1,239.5111,-0.1046214,1.616626,0.7881061,3.471133
11,f,-1,239.7333,-0.1066679,1.616396,0.8000664,3.572006
11,f,-1,239.9556,-0.104975,1.616959,0.8074148,3.721602
11,f,-1,240.1778,-0.1008949,1.616248,0.8094491,3.697239
11,f,-1,240.4,-0.09912051,1.616926,0.8100302,2.208374
11,f,-1,240.6222,-0.09732927,1.618067,0.8142527,0.8847814
11,f,-1,240.8445,-0.09526126,1.617045,0.8184372,0.393457
11,f,-1,241.0667,-0.09397608,1.616435,0.8169265,0.3544773
11,f,-1,241.2889,-0.09321477,1.616155,0.8163502,0.2021225
11,f,-1,241.5111,-0.09186264,1.615826,0.8177255,359.8393
11,f,-1,241.7333,-0.09027556,1.615337,0.8232758,359.3709
11,f,-1,241.9556,-0.08941886,1.614272,0.829259,359.4092
11,f,-1,242.1778,-0.08969638,1.613989,0.8313614,359.3551
11,f,-1,242.4,-0.09011957,1.61369,0.8307306,359.4248
11,f,-1,242.6222,-0.08980359,1.612923,0.8283514,359.7014
11,f,-1,242.8445,-0.08944758,1.613011,0.8284461,0.06517891
11,f,-1,243.0667,-0.08784683,1.613065,0.8301833,0.7162073
11,f,-1,243.2889,-0.08602346,1.612387,0.8308188,1.164879
11,f,-1,243.5111,-0.08525877,1.612413,0.8307897,1.000301
11,f,-1,243.7333,-0.08368519,1.611964,0.8325948,1.196234
11,f,-1,243.9556,-0.07989798,1.611838,0.834643,1.744563
11,f,-1,244.1778,-0.07381377,1.611648,0.8393562,2.566986
11,f,-1,244.4,-0.06343788,1.602768,0.8655106,1.288261
11,f,-1,244.6222,-0.0747284,1.607792,0.9198456,0.8223842
11,f,-1,244.8445,-0.1003648,1.601048,0.9849023,2.462356
11,f,-1,245.0667,-0.1161955,1.61307,1.034441,5.257393
11,f,-1,245.2889,-0.1128229,1.615136,1.062726,7.804758
11,f,-1,245.5111,-0.09252661,1.61701,1.078948,12.99856
11,f,-1,245.7333,-0.0362462,1.618619,1.084365,35.03559
11,f,-1,245.9556,0.04098844,1.612351,1.101307,40.951
11,f,-1,246.1778,0.1297938,1.615962,1.120349,37.91418
