Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
37,m,-1,132.3556,0.1029461,1.791452,-0.08475116,354.9911
37,m,-1,132.5778,0.0988882,1.794017,-0.08501125,354.8377
37,m,-1,132.8,0.09325404,1.800039,-0.08774763,353.8366
37,m,-1,133.0222,0.08396102,1.809122,-0.09412894,350.0864
37,m,-1,133.2444,0.07853062,1.815012,-0.09883626,349.3548
37,m,-1,133.4667,0.07857713,1.81795,-0.1012263,350.8592
37,m,-1,133.6889,0.08044375,1.823621,-0.103586,351.1615
37,m,-1,133.9111,0.07062175,1.833591,-0.1085963,345.6605
37,m,-1,134.1333,0.05500586,1.838391,-0.1139964,339.5402
37,m,-1,134.3556,0.04777477,1.83326,-0.1135746,340.4161
37,m,-1,134.5778,0.04990881,1.830524,-0.111377,343.8949
37,m,-1,134.8,0.0573389,1.82998,-0.1101031,349.3741
37,m,-1,135.0222,0.06561383,1.828296,-0.1102627,354.2156
37,m,-1,135.2444,0.06988592,1.82838,-0.1089821,355.8843
37,m,-1,135.4667,0.0672992,1.829358,-0.1064699,353.4547
37,m,-1,135.6889,0.06206531,1.83221,-0.1009733,352.2532
37,m,-1,135.9111,0.05341202,1.831892,-0.09448062,348.6465
37,m,-1,136.1333,0.05171373,1.831552,-0.08640978,348.6461
37,m,-1,136.3556,0.05172107,1.830071,-0.07745311,350.0807
37,m,-1,136.5778,0.05037529,1.830202,-0.06959287,350.573
37,m,-1,136.8,0.0485264,1.830197,-0.06220869,351.1479
37,m,-1,137.0222,0.04519896,1.831017,-0.05563658,351.2398
37,m,-1,137.2444,0.03826765,1.831238,-0.04945756,350.366
37,m,-1,137.4667,0.02979392,1.831439,-0.04494139,349.224
37,m,-1,137.6889,0.02410471,1.830796,-0.04530043,346.2075
37,m,-1,137.9111,0.02411782,1.829759,-0.04812178,343.1378
37,m,-1,138.1333,0.02942165,1.829382,-0.05429482,340.7527
37,m,-1,138.3556,0.03965883,1.829339,-0.06471127,339.9414
37,m,-1,138.5778,0.05066111,1.828395,-0.07439721,339.9366
37,m,-1,138.8,0.05717032,1.826501,-0.08450654,337.3099
37,m,-1,139.0222,0.05913145,1.819478,-0.09514019,331.2606
37,m,-1,139.2444,0.06773496,1.810602,-0.1020661,330.0535
37,m,-1,139.4667,0.07196069,1.80686,-0.1037316,327.9807
37,m,-1,139.6889,0.06442967,1.816151,-0.09311973,331.3735
37,m,-1,139.9111,0.03333493,1.827474,-0.06792344,336.3065
37,m,-1,140.1333,-0.01367838,1.831212,-0.03506725,338.8053
37,m,-1,140.3556,-0.05558256,1.832265,-0.0008960105,341.2183
37,m,-1,140.5778,-0.07822652,1.832521,0.02708639,341.9733
37,m,-1,140.8,-0.08841883,1.831397,0.05755592,342.7679
37,m,-1,141.0222,-0.0876881,1.827312,0.09300248,341.9894
37,m,-1,141.2444,-0.07744794,1.826799,0.1424954,340.9374
37,m,-1,141.4667,-0.06342785,1.826586,0.2065168,340.4225
37,m,-1,141.6889,-0.05234975,1.831583,0.2717935,338.2128
37,m,-1,141.9111,-0.05108701,1.828787,0.3312193,336.7176
37,m,-1,142.1333,-0.07005664,1.827235,0.3869447,337.14
37,m,-1,142.3556,-0.1093162,1.819457,0.4406381,338.8445
37,m,-1,142.5778,-0.1611059,1.820928,0.4870306,341.0819
37,m,-1,142.8,-0.2108248,1.818096,0.5328957,342.3477
37,m,-1,143.0222,-0.2451453,1.816765,0.5764151,344.271
37,m,-1,143.2444,-0.2653109,1.813555,0.6276875,342.8421
37,m,-1,143.4667,-0.2678224,1.809295,0.6908377,339.6594
37,m,-1,143.6889,-0.2548397,1.812652,0.764513,337.7614
37,m,-1,143.9111,-0.24384,1.820845,0.8392307,338.0605
37,m,-1,144.1333,-0.2436178,1.821104,0.9042693,336.0464
37,m,-1,144.3556,-0.2606369,1.819091,0.9639407,337.4299
37,m,-1,144.5778,-0.2996273,1.810875,1.015398,340.3981
37,m,-1,144.8,-0.3566226,1.811294,1.061642,344.5496
37,m,-1,145.0222,-0.4051761,1.809518,1.104372,346.8552
37,m,-1,145.2444,-0.4316592,1.803766,1.133832,350.9356
37,m,-1,145.4667,-0.4442592,1.80188,1.158252,354.1793
37,m,-1,145.6889,-0.4444119,1.796489,1.177266,354.6325
37,m,-1,145.9111,-0.437134,1.79778,1.180851,355.7997
37,m,-1,146.1333,-0.4311925,1.796599,1.179741,357.3582
37,m,-1,146.3556,-0.4313795,1.794762,1.179012,357.9392
37,m,-1,146.5778,-0.4307296,1.791383,1.174658,359.1283
37,m,-1,146.8,-0.4298962,1.790151,1.164163,0.5617056
37,m,-1,147.0222,-0.4328619,1.790243,1.157358,0.3318374
37,m,-1,147.2444,-0.4366075,1.79027,1.153734,359.6247
37,m,-1,147.4667,-0.4389679,1.789493,1.153245,359.1298
37,m,-1,147.6889,-0.4413803,1.788606,1.155181,358.5645
37,m,-1,147.9111,-0.4410576,1.788517,1.156838,358.2027
37,m,-1,148.1333,-0.4405817,1.787951,1.159705,357.9906
37,m,-1,148.3556,-0.4415847,1.786651,1.161656,357.9683
37,m,-1,148.5778,-0.4441048,1.786431,1.161546,357.9402
37,m,-1,148.8,-0.4471913,1.785527,1.161069,357.5147
37,m,-1,149.0222,-0.4500393,1.785558,1.160105,356.5715
37,m,-1,149.2444,-0.4518282,1.78445,1.15826,356.0522
37,m,-1,149.4667,-0.454083,1.783091,1.156611,356.2273
37,m,-1,149.6889,-0.4548348,1.783094,1.154732,357.259
37,m,-1,149.9111,-0.4550757,1.784425,1.15048,358.2867
37,m,-1,150.1333,-0.4553979,1.783757,1.14703,358.0702
37,m,-1,150.3556,-0.4548357,1.784855,1.146191,358.425
37,m,-1,150.5778,-0.4540091,1.785041,1.146644,358.8306
37,m,-1,150.8,-0.4537304,1.78596,1.147717,358.6935
37,m,-1,151.0222,-0.4531148,1.785242,1.150913,358.913
37,m,-1,151.2444,-0.4531467,1.784725,1.154557,358.5915
37,m,-1,151.4667,-0.4540483,1.783899,1.157176,358.4088
37,m,-1,151.6889,-0.455228,1.783284,1.158492,358.5381
37,m,-1,151.9111,-0.4571817,1.78322,1.158885,358.2871
37,m,-1,152.1333,-0.4587067,1.783642,1.157828,358.3785
37,m,-1,152.3556,-0.4590692,1.784461,1.157367,359.3033
37,m,-1,152.5778,-0.4457225,1.790284,1.160108,10.21371
37,m,-1,152.8,-0.413173,1.791801,1.1584,27.02143
37,m,-1,153.0222,-0.3712169,1.794087,1.154554,33.62672
37,m,-1,153.2444,-0.3097135,1.793931,1.16151,33.89382
